日期,红盘,绿盘,涨停,跌停,炸板,3连板以上个股数,3连板,2连板,首板,3连板以上个股,3连板个股,2连板个股,备注
2025-02-26,4249,1054,100,0,36,6,3,6,85,大位科技4;欢瑞世纪4;利源股份4;圣阳股份4;华丰股份4;庄园牧场4,标准股份;粤宏远Ａ;广聚能源,诚邦股份;雪龙集团;科森科技;精伦电子;神驰机电;杭钢股份,
2025-02-27,2133,3094,77,5,12,5,3,11,58,大位科技5;圣阳股份5;华丰股份5;庄园牧场5;广聚能源4,诚邦股份;雪龙集团;杭钢股份,恒为科技;重庆百货;江苏博云;大名城;宁波华翔;万马股份;康欣新材;中国银河;万达轴承;中大力德;龙溪股份,
2025-02-28,570,4772,48,42,22,1,2,9,36,华丰股份6,恒为科技;万马股份,灵鸽科技;东百集团;群兴玩具;上海洗霸;天正电气;中电兴发;海南椰岛;佳禾食品;好想你,
2025-03-03,3223,1965,64,24,39,1,3,4,56,恒为科技4,群兴玩具;上海洗霸;天正电气,晶华新材;宁波建工;征和工业;奥 特 迅,
2025-03-04,4049,1172,81,8,17,1,2,7,71,天正电气4,征和工业;奥 特 迅,华荣股份;浩淼科技;云鼎科技;宁水集团;贝瑞基因;海立股份;皇庭国际,
2025-03-05,2357,2884,63,3,25,1,2,10,50,天正电气5,云鼎科技;宁水集团,捷昌驱动;信隆健康;华钰矿业;跃岭股份;圣龙股份;浙江黎明;好上好;智微智能;亿通科技;龙溪股份,
2025-03-06,4274,974,111,1,31,2,4,9,96,云鼎科技4;宁水集团4,捷昌驱动;信隆健康;浙江黎明;龙溪股份,海南华铁;岩山科技;大位科技;三维通信;福达股份;卓翼科技;泰豪科技;杭电股份;海航科技,
2025-03-07,1713,3556,55,7,40,3,1,14,37,云鼎科技5;信隆健康4;浙江黎明4,海南华铁,南兴股份;新开普;立方控股;光华股份;金瑞矿业;湖北广电;铭科精技;永茂泰;云内动力;正和生态;用友网络;佳都科技;国脉科技;凤形股份,
2025-03-10,3279,1952,80,6,17,1,3,6,70,信隆健康5,湖北广电;国脉科技;凤形股份,园林股份;罗平锌电;恒勃股份;方正电机;悦心健康;京城股份,
2025-03-11,2881,2281,54,2,12,3,2,9,40,信隆健康6;湖北广电4;凤形股份4,园林股份;方正电机,金自天正;大位科技;中毅达;塞力医疗;西大门;联诚精密;襄阳轴承;狮头股份;华丰股份,
2025-03-12,2627,2559,79,1,48,3,4,9,63,信隆健康7;湖北广电5;园林股份4,塞力医疗;襄阳轴承;联诚精密;狮头股份,内蒙一机;广西广电;天威视讯;正和生态;明牌珠宝;鸿远电子;哈森股份;嘉环科技;潍柴重机,
2025-03-13,1493,3777,47,11,11,4,3,5,35,信隆健康8;塞力医疗4;襄阳轴承4;狮头股份4,明牌珠宝;嘉环科技;潍柴重机,奇精机械;金逸影视;利通电子;杭电股份;美心翼申,
2025-03-14,4494,790,87,6,26,2,2,9,74,信隆健康9;明牌珠宝4,奇精机械;金逸影视,神开股份;东方海洋;雪榕生物;宝钛股份;大有能源;海洋王;中科海讯;巨力索具;克莱特,
2025-03-17,3146,2061,69,2,23,3,4,12,50,明牌珠宝5;奇精机械4;金逸影视4,神开股份;东方海洋;海洋王;巨力索具,爱婴室;中科云网;宁波高发;金发拉比;奥康国际;诺邦股份;悦心健康;美利云;阳光乳业;贝因美;皇氏集团;红棉股份,
2025-03-18,2985,2198,65,1,25,6,1,8,50,明牌珠宝6;奇精机械5;神开股份4;东方海洋4;海洋王4;巨力索具4,阳光乳业,永安行;康惠制药;中毅达;焦作万方;襄阳轴承;建艺集团;宁波东力;福鞍股份,
2025-03-19,1492,3755,47,2,22,4,4,9,30,奇精机械6;神开股份5;巨力索具5;阳光乳业4,永安行;襄阳轴承;建艺集团;宁波东力,星光农机;南方精工;雪龙集团;大有能源;莱绅通灵;奥 特 迅;泰永长征;万马股份;宇环数控,
2025-03-20,1980,3221,62,0,28,6,3,10,43,奇精机械7;神开股份6;巨力索具6;永安行4;襄阳轴承4;宁波东力4,雪龙集团;南方精工;宇环数控,大连重工;远东传动;共达电声;东珠生态;韶能股份;东易日盛;申科股份;宝塔实业;联合精密;青海华鼎,
2025-03-21,996,4288,47,20,21,4,6,8,29,神开股份7;永安行5;南方精工4;雪龙集团4,大连重工;远东传动;东珠生态;东易日盛;青海华鼎;申科股份,振华重工;永达股份;开创国际;中马传动;亚星锚链;赛福天;邵阳液压;海默科技,
2025-03-24,1459,3854,49,34,24,3,3,6,37,雪龙集团5;大连重工4;东珠生态4,振华重工;亚星锚链;邵阳液压,中信重工;南方路机;先锋电子;尤夫股份;炬申股份;太阳电缆,
2025-03-25,2502,2740,48,35,29,0,3,7,38,,先锋电子;尤夫股份;太阳电缆,合锻智能;王子新材;中毅达;瀛通通讯;正和生态;江苏新能;石英股份,
2025-03-26,3548,1668,74,2,20,2,3,4,65,尤夫股份4;太阳电缆4,合锻智能;中毅达;正和生态,键邦股份;江天化学;南方精工;百利电气,
2025-03-27,1902,3364,50,20,23,2,0,6,42,尤夫股份5;中毅达4,,标准股份;回盛生物;三房巷;荣泰健康;合金投资;亿利达,
2025-03-28,942,4351,31,22,22,0,1,5,25,,荣泰健康,至纯科技;凯美特气;河化股份;华尔泰;冠石科技,
2025-03-31,1294,4027,34,31,15,1,1,6,26,荣泰健康4,凯美特气,大位科技;光华股份;雪龙集团;和顺石油;西部黄金;恒星科技,
2025-04-01,3854,1405,55,9,35,1,3,5,46,凯美特气4,光华股份;和顺石油;恒星科技,兰石重装;多瑞医药;江苏新能;立新能源;恒润股份,
2025-04-02,2758,2429,40,12,23,1,1,5,33,凯美特气5,恒润股份,亚邦股份;润都股份;哈三联;威尔泰;中旗新材,
2025-04-03,2075,3156,52,23,15,0,2,7,43,,哈三联;中旗新材,三星新材;天和磁材;岭南控股;湖南发展;中超控股;海鸥住工;振江股份,
2025-04-07,106,5283,24,2804,8,1,1,9,13,中旗新材4,海鸥住工,湘佳股份;新赛股份;美农生物;金河生物;国芳集团;爱丽家居;中创物流;连云港;祖名股份,
2025-04-08,3298,2048,127,106,24,2,7,9,109,中旗新材5;海鸥住工4,美农生物;新赛股份;湘佳股份;金河生物;国芳集团;爱丽家居;连云港,丰乐种业;宏辉果蔬;神农种业;秋乐种业;福成股份;北大荒;敦煌种业;万向德农;凯美特气,
2025-04-09,4528,780,125,6,28,7,3,14,101,中旗新材6;海鸥住工5;新赛股份4;国芳集团4;金河生物4;连云港4;爱丽家居4,万向德农;北大荒;秋乐种业,中百集团;东百集团;中粮科工;大名城;瑞茂通;天顺股份;中储股份;太和水;青岛金王;中源家居;中国长城;智慧农业;贝因美;品渥食品,
2025-04-10,4949,386,154,0,50,4,6,16,128,海鸥住工6;新赛股份5;国芳集团5;连云港5,中百集团;天顺股份;瑞茂通;青岛金王;中源家居;贝因美,亿嘉和;铖昌科技;欧亚集团;王府井;奇德新材;深康佳Ａ;格力地产;广宇集团;华光源海;飞力达;畅联股份;万马股份;万事利;宁波海运;锦江航运;石英股份,
2025-04-11,3291,1913,84,7,34,4,4,10,66,国芳集团6;连云港6;中源家居4;贝因美4,欧亚集团;深康佳Ａ;广宇集团;石英股份,欧晶科技;海联金汇;泰慕士;美克家居;四川黄金;远大控股;跨境通;中电港;庚星股份;保龄宝,
2025-04-14,4551,757,103,2,31,2,3,8,90,国芳集团7;中源家居5,泰慕士;远大控股;跨境通,和科达;亚邦股份;新金路;盈方微;南宁百货;通达创智;深圳华强;两面针,
2025-04-15,2418,2814,57,9,24,1,2,6,48,泰慕士4,新金路;两面针,京粮控股;中毅达;国光连锁;双成药业;乐山电力;韶能股份,
2025-04-16,1010,4313,45,5,15,2,3,10,30,泰慕士5;两面针4,国光连锁;双成药业;乐山电力,天沃科技;亚联机械;红 宝 丽;东方材料;立方制药;永泰运;华贸物流;浔兴股份;麦趣尔;安记食品,
2025-04-17,3127,2038,86,2,24,4,7,9,66,泰慕士6;国光连锁4;双成药业4;乐山电力4,亚联机械;红 宝 丽;立方制药;华贸物流;浔兴股份;安记食品;麦趣尔,渤海化学;国芳集团;天保基建;荣丰控股;金陵饭店;特  力Ａ;盛泰集团;南 京 港;桂发祥,
2025-04-18,2391,2741,61,10,21,5,3,9,44,国光连锁5;亚联机械4;红 宝 丽4;立方制药4;安记食品4,国芳集团;天保基建;特  力Ａ,蓝科高新;红墙股份;尤夫股份;中铝国际;渝 开 发;保税科技;宏昌电子;红蜻蜓;新宏泽,
2025-04-21,4362,875,100,11,20,5,3,9,83,国光连锁6;立方制药5;安记食品5;国芳集团4;天保基建4,红墙股份;尤夫股份;保税科技,天元股份;威尔药业;百大集团;大千生态;新华联;海能达;华脉科技;武汉凡谷;仁智股份,
2025-04-22,2531,2671,81,12,21,5,3,15,58,安记食品6;天保基建5;国芳集团5;红墙股份4;保税科技4,天元股份;威尔药业;百大集团,生 意 宝;信雅达;先达股份;顺灏股份;三房巷;步步高;海联金汇;乐山电力;安正时尚;青岛金王;中旗新材;跨境通;润贝航科;华泰股份;有友食品,
2025-04-23,3184,2050,61,18,35,1,4,6,50,天元股份4,先达股份;步步高;海联金汇;青岛金王,中欣氟材;轻纺城;圣龙股份;三木集团;连云港;新晨科技,
2025-04-24,1545,3693,52,11,23,4,2,9,37,天元股份5;先达股份4;步步高4;海联金汇4,中欣氟材;三木集团,永安药业;三维化学;尤夫股份;健尔康;东贝集团;丰华股份;方正电机;棒杰股份;浙江荣泰,
2025-04-25,2831,2371,65,18,30,2,1,5,57,天元股份6;步步高5,东贝集团,茂业商业;华银电力;韶能股份;西昌电力;宁波联合,
2025-04-28,1215,4110,40,42,19,1,2,9,28,东贝集团4,茂业商业;华银电力,天娱数科;亚太实业;渝三峡Ａ;上海物贸;华电辽能;华电能源;中电鑫龙;珀莱雅;鸿博股份,
2025-04-29,3556,1674,59,23,26,1,2,3,53,茂业商业4,渝三峡Ａ;鸿博股份,永安药业;宿迁联盛;华阳新材,
2025-04-30,3443,1769,73,11,26,2,0,8,63,渝三峡Ａ4;鸿博股份4,,中欣氟材;汉商集团;新坐标;精进电动-UW;金鸿顺;东珠生态;全筑股份;宁波东力,
2025-05-06,4961,379,100,1,21,1,4,13,82,渝三峡Ａ5,汉商集团;精进电动-UW;新坐标;全筑股份,电光科技;川润股份;嵘泰股份;信质集团;金麒麟;兴民智通;福达股份;莱绅通灵;中超控股;新华锦;常山北明;润贝航科;龙溪股份,
2025-05-07,3293,1890,65,0,46,3,4,15,43,渝三峡Ａ6;精进电动-UW4;全筑股份4,电光科技;中超控股;润贝航科;龙溪股份,大叶股份;山东墨龙;华胜天成;京运通;恒天海龙;嘉事堂;春光科技;禾盛新材;迪生力;明新旭腾;华纺股份;麒盛科技;狄耐克;汇洲智能;宝馨科技,
2025-05-08,3838,1367,66,4,23,2,4,8,52,中超控股4;润贝航科4,山东墨龙;春光科技;华纺股份;麒盛科技,利君股份;奥普光电;成飞集成;晨曦航空;豪尔赛;航天长峰;天箭科技;华伍股份,
2025-05-09,1213,4062,33,4,26,3,4,5,21,春光科技4;华纺股份4;麒盛科技4,利君股份;奥普光电;成飞集成;天箭科技,佳力图;万向钱潮;侨银股份;山东章鼓;百达精工,
2025-05-12,4112,1100,51,0,24,4,1,3,43,春光科技5;利君股份4;成飞集成4;天箭科技4,万向钱潮,红墙股份;苏州龙杰;迎丰股份,
2025-05-13,1941,3233,48,1,20,3,3,5,37,利君股份5;成飞集成5;天箭科技5,红墙股份;苏州龙杰;迎丰股份,皖通科技;尚荣医疗;朝阳科技;恒而达;宝馨科技,
2025-05-14,2328,2815,63,0,21,4,2,11,46,利君股份6;成飞集成6;苏州龙杰4;迎丰股份4,尚荣医疗;恒而达,集泰股份;中毅达;尤夫股份;盛泰集团;青岛金王;宁波海运;凤凰航运;连云港;南 京 港;宁波远洋;交大昂立,
2025-05-15,1406,3856,50,4,20,3,8,9,30,成飞集成7;苏州龙杰5;迎丰股份5,集泰股份;尤夫股份;盛泰集团;连云港;宁波远洋;宁波海运;南 京 港;交大昂立,渝三峡Ａ;永安药业;吉林化纤;海程邦达;茂化实华;新华锦;综艺股份;中远海发;锦江航运,
2025-05-16,3002,2186,56,3,28,6,1,8,41,成飞集成8;集泰股份4;宁波远洋4;连云港4;南 京 港4;宁波海运4,渝三峡Ａ,郑中设计;京运通;拓新药业;哈三联;丽人丽妆;洪通燃气;通达股份;安正时尚,
2025-05-19,3563,1692,84,0,22,4,2,17,61,成飞集成9;宁波海运5;连云港5;南 京 港5,郑中设计;丽人丽妆,利君股份;信隆健康;东方中科;王子新材;吉华集团;安 纳 达;中毅达;国光连锁;华阳新材;华夏幸福;中洲特材;路畅科技;万安科技;天汽模;百利电气;中超控股;百合股份,
2025-05-20,3836,1380,77,8,30,2,6,20,49,郑中设计4;丽人丽妆4,信隆健康;王子新材;天汽模;万安科技;路畅科技;百利电气,安彩高科;恒天海龙;九鼎投资;源飞宠物;天元宠物;棕榈股份;五新隧装;空港股份;亚泰集团;湖南天雁;三生国健;湖南发展;保变电气;金利华电;迎丰股份;浪莎股份;综艺股份;拉芳家化;滨海能源;宜宾纸业,
2025-05-21,1614,3604,55,3,19,3,9,6,37,郑中设计5;丽人丽妆5;天汽模4,棕榈股份;空港股份;湖南天雁;三生国健;湖南发展;浪莎股份;综艺股份;宜宾纸业;滨海能源,信邦智能;一心堂;莱绅通灵;乐山电力;金龙羽;慧博云通,
2025-05-22,886,4451,40,12,27,5,2,6,27,棕榈股份4;三生国健4;浪莎股份4;宜宾纸业4;滨海能源4,莱绅通灵;慧博云通,汇得科技;永安药业;通达电气;廊坊发展;宝光股份;重庆港,
2025-05-23,1107,4203,41,9,25,1,2,7,31,滨海能源5,汇得科技;永安药业,王子新材;海翔药业;海森药业;中超控股;尚纬股份;烽火电子;京华激光,
2025-05-26,3797,1431,62,1,23,1,3,6,52,汇得科技4,尚纬股份;中超控股;京华激光,永冠新材;新金路;苏州龙杰;融发核电;哈焊华通;雪人股份,
2025-05-27,2637,2575,62,1,25,4,4,13,41,汇得科技5;尚纬股份4;中超控股4;京华激光4,永冠新材;苏州龙杰;融发核电;哈焊华通,锡装股份;诺 普 信;凯美特气;宿迁联盛;通达电气;云内动力;莱绅通灵;汇金通;长城电工;百利电气;科捷智能;会稽山;均瑶健康,
2025-05-28,1750,3480,57,3,23,2,6,9,40,尚纬股份5;融发核电4,云内动力;通达电气;长城电工;汇金通;会稽山;均瑶健康,华森制药;美邦股份;海利尔;尤夫股份;德邦股份;劲旅环境;明牌珠宝;江苏新能;锦泓集团,
2025-05-29,4472,830,108,5,16,5,5,13,85,尚纬股份6;融发核电5;通达电气4;云内动力4;均瑶健康4,华森制药;德邦股份;劲旅环境;江苏新能;锦泓集团,XD乐惠国;合锻智能;广康生化;联化科技;国芳集团;四川金顶;合兴股份;联明股份;启迪环境;侨银股份;玉禾田;粤电力Ａ;御银股份,
2025-05-30,1115,4163,42,16,21,2,2,13,25,华森制药4;德邦股份4,联化科技;御银股份,睿智医药;翠微股份;霍普股份;中力股份;时代出版;元隆雅图;富煌钢构;交运股份;海联金汇;福龙马;绿能慧充;路桥信息;恒宝股份,
2025-06-03,3389,1783,68,6,31,3,3,9,53,德邦股份5;联化科技4;御银股份4,翠微股份;海联金汇;恒宝股份,哈三联;万邦德;海南海药;永悦科技;共创草坪;中衡设计;百利电气;中天火箭;申科股份,
2025-06-04,3964,1237,71,2,25,1,4,14,52,御银股份5,万邦德;永悦科技;共创草坪;中衡设计,乐惠国际;九芝堂;若羽臣;金时科技;南华期货;金陵体育;广晟有色;合兴股份;山东玻纤;菜百股份;萃华珠宝;潮宏基;龙蟠科技;有友食品,
2025-06-05,2676,2541,66,5,23,1,3,8,54,共创草坪4,金时科技;南华期货;金陵体育,易明医药;嘉美包装;顺钠股份;中电鑫龙;菲林格尔;汇金股份;中嘉博创;华脉科技,
2025-06-06,2601,2603,50,4,24,2,5,5,38,XD共创草5;金时科技4,易明医药;中电鑫龙;菲林格尔;中嘉博创;华脉科技,华体科技;苏利股份;厦门信达;新联电子;中润资源,
2025-06-09,4017,1076,65,2,37,4,0,9,52,共创草坪6;金时科技5;易明医药4;中嘉博创4,,长青股份;海辰药业;昂利康;德新科技;百利电气;洛凯股份;金鹰股份;楚天龙;仁智股份,
2025-06-10,1263,4034,45,2,30,2,3,8,32,共创草坪7;易明医药5,昂利康;德新科技;金鹰股份,吉华集团;苏州龙杰;澳洋健康;北矿科技;粤 传 媒;旭光电子;甬金股份;交大昂立,
2025-06-11,3415,1737,52,5,29,3,3,4,42,易明医药6;昂利康4;金鹰股份4,苏州龙杰;北矿科技;粤 传 媒,康惠制药;新日股份;中科磁业;曲江文旅,
2025-06-12,2327,2867,65,0,17,3,2,13,47,易明医药7;北矿科技4;粤 传 媒4,康惠制药;新日股份,青木科技;辉隆股份;哈尔斯;宁波韵升;华阳新材;元隆雅图;美晨科技;泉峰汽车;迪生力;英利汽车;西上海;新北洋;南京商旅,
2025-06-13,849,4476,57,5,11,1,4,3,49,北矿科技5,哈尔斯;华阳新材;元隆雅图;英利汽车,永安药业;吉大正元;安妮股份,
2025-06-16,3559,1640,55,4,22,1,0,16,38,元隆雅图4,,山东墨龙;捷强装备;金牛化工;大洋生物;金瑞矿业;云煤能源;萃华珠宝;协鑫能科;中电电机;金时科技;泰山石油;洲际油气;金橙子;通源石油;贝肯能源;准油股份,
2025-06-17,2249,2921,46,7,19,0,5,4,37,,山东墨龙;金牛化工;协鑫能科;准油股份;贝肯能源,苏利股份;珠江钢琴;东信和平;恒宝股份,
2025-06-18,1813,3478,39,10,17,5,1,5,28,山东墨龙4;金牛化工4;协鑫能科4;贝肯能源4;准油股份4,东信和平,深华发Ａ;邦基科技;诺德股份;浙江东日;莫高股份,
2025-06-19,715,4646,34,12,14,2,1,5,26,山东墨龙5;准油股份5,诺德股份,长城军工;时代出版;北方长龙;逸豪新材;中京电子,
2025-06-20,1541,3647,45,12,12,2,2,4,37,山东墨龙6;诺德股份4,长城军工;中京电子,海科新源;湘潭电化;兴业股份;茂化实华,
